GroupName,TagUID
Achachicala,511E75F9-6B8E-4807-BCA1-0C97FB5C5AA0
Achachicala,088A6EF6-553B-4204-893E-0EF93DBC12EF
Achachicala,0815894D-1F1E-43FB-B507-161F84B8F329
Achachicala,FEA9DDD6-16D4-467E-9BD6-213250236CB2
Achachicala,94FED7A3-43AF-4D4B-A211-2810467CEFD4
Achachicala,E76BE635-BE48-47CB-86C5-288AA5931B45
Achachicala,92971FEC-A1C3-4224-AB54-2D33E66F5641
Achachicala,395B0DCA-06E9-4F63-95AB-2D4BC3B3F6A7
Achachicala,AD116506-A0E4-4D02-B95C-3EBB890E6614
Achachicala,2CAA36E0-AC8D-40FB-841A-3F9A2A1D6AC3
Achachicala,CA7BA404-C734-4ED8-8C10-41AEF644D02A
Achachicala,273F9A40-1E9E-43B7-A357-451EDA529D64
Achachicala,9977746A-1DA1-4FA2-9CBB-4ABCBF74D455
Achachicala,C50B6C55-EB08-4C38-A35A-4D47B6306DB6
Achachicala,D7A23667-17FF-4D1C-8B23-52A21681AFCE
Achachicala,ACE37727-FD6E-4899-A20E-5715ED6056C9
Achachicala,D143643A-5E00-401E-8E3E-61CC41EF5FD6
Achachicala,7492E363-6B47-46D7-AF5A-693EFCF425EA
Achachicala,330D583F-5539-4140-BBC6-6A89363B14BE
Achachicala,F0F19161-7DCE-462B-AF71-769DC2B01D57
Achachicala,0B95A951-8F90-45B8-A33B-7B7513481232
Achachicala,6D4C4D8B-A9AE-4DF5-AF1F-8180F043584D
Achachicala,F68BCCD8-F71B-4D0C-8E13-81C72C34816C
Achachicala,E051E7F4-89DF-4BE4-B7E8-874EC4D10837
Achachicala,186A4BAF-BBB3-493C-8AE7-8A6D2092504F
Achachicala,9104F09B-7509-4D7F-B51B-8BF10E52B76C
Achachicala,0163F581-CE1B-4048-80D4-8F6B4F4176AB
Achachicala,5A194F02-2D1E-4812-AEC4-8FC61FD85413
Achachicala,058F953C-999D-4D80-83B1-93EF0D9D124B
Achachicala,08470600-B2E4-4E17-939B-987FC4B9C5D5
Achachicala,90FAF06E-83BD-4515-B957-9DE07560A974
Achachicala,F8A003DF-881F-4A35-9200-9E84C72678D7
Achachicala,6380F43A-D8F0-4A4D-9D1E-9F3503C9D8C0
Achachicala,0E41C079-D8F6-42D9-BE4C-9FB2D2139250
Achachicala,12717CEB-7282-4C64-972C-A2147339499E
Achachicala,DF5E83E1-8444-4A75-B1C7-A3356A042EF3
Achachicala,12343110-09F4-46AB-9789-A6E960231E31
Achachicala,9E751704-6C1D-4CEA-8CDA-B1DC63FAA893
Achachicala,30956FD9-98A5-4573-AE99-B9346D9E7748
Achachicala,3AB5EB0F-19BE-4F61-9971-BC9AA51F1277
Achachicala,C472CB09-237E-4432-94E7-C20C9B6DA041
Achachicala,97AB902C-A786-40E6-AEDA-C67A8DBAF0EB
Achachicala,F02E8A1C-0D59-4EC5-ABCB-D369F8DAFDA8
Achachicala,F6977494-C6B6-4AD6-A272-E0E307A34B41
Achachicala,F86CB87B-EECA-4BAB-BAB2-E51430E59371
Achachicala,BBAF2C2F-7904-444F-8649-E6C221BD97A3
Achachicala,9CA73D33-D58D-40FB-8E9C-E72D2EFF04C7
Achachicala,E7070CF0-E6AD-47B8-BDB6-F2A068805F35
Achachicala,A060742A-7697-4C83-9963-F43BF86BE968
Achachicala,030A96E3-EDFB-4490-900F-F6E59195F280
Achachicala,600FE5F5-1EF4-41DA-B137-FC03541014F8
Achachicala,0A7CCD43-AC2D-4024-B8B9-FFB81E8C6BF2
El_Alto,4DCC3460-3966-4D05-A4DD-110A965E0215
El_Alto,12567EDE-8EAD-489E-969F-14E36E4EF867
El_Alto,93315698-471E-44A2-A0D3-197C1DEC6F88
El_Alto,F90B9DE1-88D9-4E94-B518-250580996E1D
El_Alto,155F08F6-ABFF-4CC3-A690-2842F1E50FC2
El_Alto,1A0D2C22-F9D1-4A1B-8A23-2880D473597F
El_Alto,5A988CDA-1BDB-42C3-85AD-3B276F8F3852
El_Alto,273FC9BB-32EC-404B-9757-52A8769268BC
El_Alto,E63F85B9-9DAD-4F01-97A0-59E6C24E9F58
El_Alto,6B409FEC-F3CB-4906-B336-5CD9D45A4964
El_Alto,A641F956-9BE2-4A5D-9AF2-678E18C73B3B
El_Alto,DA890EF9-6494-40BE-9A8C-6F2DC9648844
El_Alto,DF65F004-3086-495A-A83F-7BB8993B8283
El_Alto,F3D77033-B61C-4220-B1FF-9D677CDC7801
El_Alto,BAF64A57-293D-4D3E-8D41-9F583E8C3FB4
El_Alto,457D4DDE-A4B0-4495-802C-ADA272E4F743
El_Alto,EAA87F9E-333A-410B-9BEC-B84623DA4740
El_Alto,E02D5588-319B-4C70-A0AD-C6A9E85C3158
El_Alto,67C9ABAD-1C3C-4B12-B7AE-CD8E6DB6553F
El_Alto,91701A91-97A9-4FBA-9192-E6421BF5FF38
El_Alto,88A32421-A42B-49BA-BB74-FA6626939134
El_Alto,219E70B9-B063-457A-9216-FCBB447BB843
Tilata,EC032A26-0F7A-44E7-BA81-0C3C93D83572
Tilata,EC032A26-0F7A-44E7-BA81-0C3C93D83572
Tilata,D109BE73-2C55-455F-8EC4-100F130F67DE
Tilata,B98AE361-54C2-40B3-B1C2-117961E45AC8
Tilata,B98AE361-54C2-40B3-B1C2-117961E45AC8
Tilata,D7CAC27C-B752-4A0B-AA99-2CC895C5C2C0
Tilata,31E2CD43-CEA2-4397-964E-43E663056ECF
Tilata,5D9AA616-D2CD-421A-8B32-860271824D35
Tilata,5D9AA616-D2CD-421A-8B32-860271824D35
Tilata,2F7835B9-4892-4C7F-936E-8AFC94997B97
Tilata,0A4C382E-3D3B-42DA-B6AC-8DC14E2AD37A
Tilata,1F52B96E-07C3-4D40-A229-8E3EEF43D476
Tilata,6EFB2DE4-499C-4C55-B1E6-919504DE3107
Tilata,37FB5C93-CDBD-423A-8390-A40EE284EFF0
Tilata,37FB5C93-CDBD-423A-8390-A40EE284EFF0
Tilata,8EAAAC67-A4BA-4570-8AB3-B4A4EC7E3875
Tilata,8EAAAC67-A4BA-4570-8AB3-B4A4EC7E3875
Tilata,66772294-3D88-4E49-ACF1-B5300494B2B5
Tilata,66772294-3D88-4E49-ACF1-B5300494B2B5
Tilata,66772294-3D88-4E49-ACF1-B5300494B2B5
Tilata,B59B035C-40D1-4467-BFD1-CCFA161BC0D3
Tilata,B59B035C-40D1-4467-BFD1-CCFA161BC0D3
Tilata,9F038D1C-CB94-4721-850B-D7D8EBCE4A87
Tilata,D3BA9264-CE2C-4BCF-A5A3-DAAE7E75F43F
Tilata,D3BA9264-CE2C-4BCF-A5A3-DAAE7E75F43F
Chuquiaguillo,7FB0BBA1-E3A6-4A32-97B3-2F9C913CE561
Chuquiaguillo,7F77B4A6-83B1-4EE8-A8A2-58DEF5D9572B
Chuquiaguillo,7FA5D268-7F51-4349-9357-645C90A38F35
Chuquiaguillo,32DB4A24-81D8-4D35-973C-6E5FBA9B9F66
Chuquiaguillo,DC829816-8031-4453-AEF7-784230CA5012
Chuquiaguillo,3B905C7B-3344-4943-98BE-85C46575343B
Chuquiaguillo,D9FEE87C-CA93-474F-AE39-895144585923
Chuquiaguillo,E48385C8-D611-46FB-BBB9-8BA398B9E34B
Chuquiaguillo,E4B3F14B-016F-4402-B3B2-954EB39B12D6
Chuquiaguillo,1683BCB4-F258-4391-BED4-A2E411D2AC5D
Chuquiaguillo,4A1BC2AB-A2CB-4864-837C-A34BA362483E
Chuquiaguillo,B4924F34-4739-4CC6-9BD6-C6F0CBD634B2
Chuquiaguillo,11ED5ACE-A8D8-4D43-B6A2-D32DCDD31ABD
Chuquiaguillo,FD7E5C47-2CEF-48A2-A087-D7FBA7538BED
